ID_Donante,CD_Estado,DT_Cancelacion,Importe,DT_Primer_Cobro,DT_Ultima_Donacion,CD_Motivo_Cancelacion
1020466048,Cerrado,2022-04-27,30000,,,Sin primer pago
1020117451,Cerrado,2014-03-25,20000,,,Limpieza de datos
1020316079,Cerrado,2023-04-05,20000,2019-04-01,2022-12-02,Problemas económicos
1020466049,Cerrado,2022-03-31,30000,,,Sin primer pago
1020117469,Cerrado,2018-07-23,31000,,,Sin primer pago
1020438049,Cerrado,2020-01-07,30000,2018-11-01,2020-01-01,Problemas económicos
1020466050,Cerrado,2022-01-15,30000,,,Sin primer pago
1020077804,Cerrado,2019-10-04,30000,2018-11-01,2019-09-03,Problemas económicos
1020466051,Cerrado,2022-03-08,30000,,,Sin primer pago
1020117493,Cerrado,2014-05-27,30000,,,Problemas económicos
1020117501,Cerrado,2013-07-08,30000,,,Limpieza de datos
1020316673,Cerrado,2019-06-27,20000,2018-11-06,2019-06-01,Disminución
1020466053,Cerrado,2022-04-27,30000,,,Sin primer pago
1020117519,Cerrado,2013-07-31,30000,,,Problemas económicos
1020466055,Cerrado,2022-03-31,30000,,,Sin primer pago
1020117527,Cerrado,2013-07-08,30000,,,Problemas económicos
1020117543,Cerrado,2017-07-25,30000,2017-02-24,2017-02-24,Problemas económicos
1020430295,Cerrado,2022-07-06,30000,2018-11-20,2022-07-02,Aumento
1020117550,Cerrado,2013-07-08,30000,,,Limpieza de datos
1020437295,Cerrado,2022-05-31,30000,2018-10-30,2022-05-02,Aumento
1020466060,Cerrado,2022-05-12,30000,,,Sin primer pago
1020117568,Cerrado,2013-09-04,30000,,,Problemas económicos
1020437893,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466061,Cerrado,2021-12-01,50000,2021-11-19,2021-11-19,Problemas económicos
1020117576,Cerrado,2014-03-12,30000,,,Problemas económicos
1020466062,Cerrado,2022-09-09,30000,2022-01-04,2022-01-04,No reactiva
1020117584,Cerrado,2013-07-08,30000,,,Limpieza de datos
1020466069,Cerrado,2022-01-08,30000,,,Sin primer pago
1020117592,Cerrado,2013-07-08,50000,,,Limpieza de datos
1020410997,Cerrado,2022-03-31,10000,,,Sin primer pago
1020466075,Cerrado,2022-03-31,30000,,,Sin primer pago
1020117600,Cerrado,2016-04-13,30000,2015-01-31,2016-04-30,Problemas económicos
1020466079,Cerrado,2021-12-20,50000,2021-12-09,2021-12-09,Problemas económicos
1020117618,Cerrado,2013-07-08,40000,,,Limpieza de datos
1020437597,Cerrado,2019-01-04,30000,,,Sin primer pago
1020117626,Cerrado,2014-03-18,50000,,,Limpieza de datos
1020016661,Cerrado,2023-04-28,120000,2018-10-25,2023-04-01,Aumento
1020466078,Cerrado,2022-03-31,30000,,,Sin primer pago
1020117634,Cerrado,2013-07-08,40000,,,Limpieza de datos
1020466082,Cerrado,2022-03-31,30000,,,Sin primer pago
1020117659,Cerrado,2013-07-08,40000,,,Problemas económicos
1020466086,Cerrado,2022-03-08,30000,,,Sin primer pago
1020438153,Cerrado,2018-07-31,20000,,,Limpieza de datos
1020466085,Cerrado,2022-03-08,30000,,,Sin primer pago
1020117683,Cerrado,2013-07-08,30000,,,Limpieza de datos
1020438142,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466087,Cerrado,2022-04-27,30000,,,Sin primer pago
1020117691,Cerrado,2021-12-14,30000,2015-01-31,2021-12-03,Aumento
1020466088,Cerrado,2022-03-08,30000,,,Sin primer pago
1020117709,Cerrado,2013-07-08,30000,,,Limpieza de datos
1020438551,Cerrado,2022-01-06,50000,2018-11-01,2022-01-01,Problemas económicos
1020466089,Cerrado,2022-05-12,30000,,,Sin primer pago
1020117717,Cerrado,2013-12-24,40000,,,Problemas económicos
1020464291,Cerrado,2022-01-07,20000,,,Sin primer pago
1020117725,Cerrado,2013-07-08,40000,,,Limpieza de datos
1020466096,Cerrado,2022-03-09,30000,2022-02-01,2022-02-01,Problemas económicos
1020117733,Cerrado,2015-02-13,30000,,,Problemas económicos
1020466097,Cerrado,2022-03-31,30000,,,Sin primer pago
1020117741,Cerrado,2013-07-08,40000,,,Problemas económicos
1020452527,Cerrado,2022-05-04,30000,2022-02-01,2022-05-01,Problemas económicos
1020117758,Cerrado,2013-11-14,40000,,,Problemas económicos
1020117782,Cerrado,2013-07-08,30000,,,Limpieza de datos
1020216600,Cerrado,2018-07-31,50000,,,Limpieza de datos
1020466100,Cerrado,2022-04-27,30000,,,Sin primer pago
1020117808,Cerrado,2018-07-23,35000,,,Sin primer pago
1020437697,Cerrado,2019-04-11,50000,2018-11-01,2019-04-10,Disminución
1020466101,Cerrado,2022-04-27,30000,,,Sin primer pago
1020117816,Cerrado,2013-07-08,30000,,,Limpieza de datos
1020437393,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466102,Cerrado,2022-03-08,30000,,,Sin primer pago
1020117824,Cerrado,2019-10-17,20000,2015-01-31,2019-10-01,Otra
1020167704,Cerrado,2020-03-26,50000,2018-11-01,2020-03-15,Mal servicio / Mala atención
1020466103,Cerrado,2022-03-31,30000,,,Sin primer pago
1020117840,Cerrado,2019-06-07,20000,2016-01-31,2019-06-03,Aumento
1020437457,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020465420,Cerrado,2022-03-31,30000,,,Sin primer pago
1020117857,Cerrado,2013-07-24,20000,,,Problemas económicos
1020466104,Cerrado,2022-05-11,30000,2021-12-01,2022-01-01,Problemas económicos
1020117865,Cerrado,2013-11-14,20000,,,Problemas económicos
1020466105,Cerrado,2022-03-31,30000,,,Sin primer pago
1020117873,Cerrado,2018-07-23,20000,,,Sin primer pago
1020380216,Cerrado,2022-03-31,30000,,,Sin primer pago
1020466107,Cerrado,2022-04-27,30000,,,Sin primer pago
1020374326,Cerrado,2019-02-16,30000,2018-12-10,2019-02-15,Disminución
1020117931,Cerrado,2013-07-08,30000,,,Problemas económicos
1020371074,Cerrado,2018-11-08,50000,,,Problemas económicos
1020466109,Cerrado,2022-04-27,30000,,,Sin primer pago
1020117949,Cerrado,2014-03-07,20000,,,Limpieza de datos
1020374037,Cerrado,2022-03-31,30000,,,Sin primer pago
1020117956,Cerrado,2013-07-08,30000,,,Limpieza de datos
1020354575,Cerrado,2019-04-08,20000,2018-11-01,2019-03-04,Disminución
1020447727,Cerrado,2022-03-31,25000,,,Sin primer pago
1020117964,Cerrado,2020-09-04,20000,2015-11-30,2020-09-01,Problemas económicos
1020055735,Cerrado,2018-07-31,20000,,,Limpieza de datos
1020466114,Cerrado,2022-04-27,30000,,,Sin primer pago
1020117972,Cerrado,2013-07-08,30000,,,Problemas económicos
1020117980,Cerrado,2014-02-24,30000,,,Limpieza de datos
1020466115,Cerrado,2022-05-12,30000,,,Sin primer pago
1020117998,Cerrado,2017-08-02,55000,2015-02-28,2018-01-02,Disminución
1020438280,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466116,Cerrado,2022-04-27,30000,,,Sin primer pago
1020118004,Cerrado,2018-07-23,30000,,,Sin primer pago
1020174171,Cerrado,2018-10-25,20000,,,Entrada incorrecta
1020118012,Cerrado,2013-07-08,40000,,,Limpieza de datos
1020398739,Cerrado,2018-11-14,15000,,,Problemas económicos
1020147177,Cerrado,2022-11-23,30000,2022-01-01,2022-04-01,No reactiva
1020118020,Cerrado,2022-09-08,40000,2015-01-31,2022-09-05,Problemas económicos
1020466119,Cerrado,2022-05-05,30000,2022-02-01,2022-05-01,Disminución
1020118038,Cerrado,2013-07-08,40000,,,Limpieza de datos
1020423306,Cerrado,2019-04-02,30000,,,Sin primer pago
1020463242,Cerrado,2022-04-27,30000,,,Sin primer pago
1020118046,Cerrado,2013-07-08,50000,,,Problemas económicos
1020438371,Cerrado,2019-03-05,30000,,,Sin primer pago
1020466121,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118053,Cerrado,2015-03-14,40000,,,Sin pagos últimamente
1020466120,Cerrado,2022-04-27,30000,,,Sin primer pago
1020118079,Cerrado,2015-02-26,30000,,,Limpieza de datos
1020081905,Cerrado,2019-06-20,20000,2018-12-05,,Problemas económicos
1020466123,Cerrado,2022-03-08,30000,,,Sin primer pago
1020118087,Cerrado,2013-07-08,40000,,,Limpieza de datos
1020437283,Cerrado,2022-03-31,50000,,,Sin primer pago
1020118095,Cerrado,2013-07-08,50000,,,Limpieza de datos
1020437595,Cerrado,2018-07-31,50000,,,Limpieza de datos
1020466125,Cerrado,2022-07-06,30000,2021-12-01,2022-07-01,Cancela donación por salida del país
1020118103,Cerrado,2017-12-03,35000,2015-03-31,,Limpieza de datos
1020466126,Cerrado,2023-03-16,20000,2021-12-01,2023-03-01,Problemas económicos
1020118111,Cerrado,2013-11-29,35000,,,Problemas económicos
1020118137,Cerrado,2014-01-29,30000,,,Limpieza de datos
1020429103,Cerrado,2022-05-12,30000,2018-11-01,2022-05-02,Aumento
1020118152,Cerrado,2014-03-05,36000,,,Limpieza de datos
1020438014,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466128,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118160,Cerrado,2015-01-30,20000,2015-01-31,2015-01-31,Problemas económicos
1020466129,Cerrado,2022-03-17,30000,2022-01-01,2022-03-01,Problemas económicos
1020118178,Cerrado,2013-10-15,30000,,,Problemas económicos
1020118186,Cerrado,2015-03-18,30000,,,Problemas económicos
1020409221,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466136,Cerrado,2022-06-23,50000,2021-12-01,2022-06-01,Problemas económicos
1020118194,Cerrado,2018-09-14,30000,,,Sin primer pago
1020466138,Cerrado,2022-03-31,25000,,,Sin primer pago
1020438646,Cerrado,2018-11-01,150000,,,Por Donación Esporádica
1020466141,Cerrado,2022-04-27,30000,,,Sin primer pago
1020118210,Cerrado,2014-03-25,20000,,,Limpieza de datos
1020118228,Cerrado,2014-01-28,20000,,,Limpieza de datos
1020466143,Cerrado,2022-03-31,20000,,,Sin primer pago
1020466144,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118251,Cerrado,2015-03-03,20000,,,Problemas económicos
1020276414,Cerrado,2023-06-23,20000,2018-11-01,2023-06-02,Aumento
1020466146,Cerrado,2022-03-03,30000,,,Sin primer pago
1020118269,Cerrado,2018-12-20,20000,2015-01-31,2018-12-01,Aumento
1020118277,Cerrado,2015-07-03,20000,2015-01-31,2015-07-31,Problemas económicos
1020466163,Cerrado,2022-01-26,30000,,,Sin primer pago
1020118301,Cerrado,2014-02-12,20000,,,Problemas económicos
1020432007,Cerrado,2022-03-31,50000,,,Sin primer pago
1020466160,Cerrado,2022-04-27,20000,,,Sin primer pago
1020118319,Cerrado,2017-07-07,150000,2015-01-31,2017-07-04,Disminución
1020082010,Cerrado,2022-12-16,30000,2018-11-01,2022-12-01,Aumento
1020466166,Cerrado,2021-11-25,20000,,,Sin primer pago
1020118335,Cerrado,2014-03-14,30000,,,Limpieza de datos
1020438327,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466167,Cerrado,2022-04-27,30000,,,Sin primer pago
1020369334,Cerrado,2020-03-17,15000,2019-01-21,2020-03-01,Problemas económicos
1020466171,Cerrado,2022-03-08,30000,,,Sin primer pago
1020118368,Cerrado,2013-11-01,20000,,,Problemas económicos
1020466170,Cerrado,2022-04-13,30000,,,Sin primer pago
1020118376,Cerrado,2014-10-02,30000,,,Problemas económicos
1020118384,Cerrado,2018-03-02,30000,2015-01-31,2018-03-01,Problemas económicos
1020466172,Cerrado,2022-04-27,30000,,,Sin primer pago
1020118400,Cerrado,2015-03-18,30000,2015-03-31,2015-03-31,Problemas económicos
1020118418,Cerrado,2014-02-17,30000,,,Limpieza de datos
1020254643,Cerrado,2020-04-17,50000,2018-11-01,,Problemas económicos
1020466175,Cerrado,2022-02-19,30000,2021-12-01,2021-12-01,Solo un Pago
1020118426,Cerrado,2014-02-27,30000,,,Problemas económicos
1020466118,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118434,Cerrado,2014-02-17,20000,,,Sin primer pago
1020466181,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118442,Cerrado,2014-03-14,30000,,,Limpieza de datos
1020465575,Cerrado,2022-04-27,30000,,,Sin primer pago
1020118459,Cerrado,2015-02-05,20000,,,Sin pagos últimamente
1020046957,Cerrado,2021-05-24,20000,2018-11-01,2021-05-02,Aumento
1020466183,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118467,Cerrado,2013-11-14,30000,,,Problemas económicos
1020465987,Cerrado,2022-04-11,30000,2022-03-01,2022-03-01,Solo un Pago
1020118475,Cerrado,2013-11-14,30000,,,Problemas económicos
1020466187,Cerrado,2022-03-31,50000,,,Sin primer pago
1020118483,Cerrado,2023-01-31,30000,,,Sin primer pago
1020438549,Cerrado,2022-07-08,30000,2018-11-20,2022-07-03,Aumento
1020118491,Cerrado,2021-12-01,30000,2015-01-31,2021-12-01,Aumento
1020103956,Cerrado,2022-09-29,40000,,,Sin primer pago
1020466207,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118517,Cerrado,2014-05-27,30000,,,Problemas económicos
1020466209,Cerrado,2022-12-23,30000,2021-12-14,2021-12-14,No reactiva
1020118525,Cerrado,2014-03-03,30000,,,Limpieza de datos
1020412582,Cerrado,2019-02-07,10000,2018-10-31,,Problemas económicos
1020466210,Cerrado,2022-01-05,30000,,,Sin primer pago
1020118558,Cerrado,2013-11-14,40000,,,Problemas económicos
1020118566,Cerrado,2014-03-14,40000,,,Problemas económicos
1020151088,Cerrado,2021-12-13,30000,2018-11-20,2021-12-02,Aumento
1020466212,Cerrado,2022-04-27,20000,,,Sin primer pago
1020466214,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118582,Cerrado,2013-12-11,40000,,,Problemas económicos
1020466230,Cerrado,2022-03-08,30000,,,Sin primer pago
1020118590,Cerrado,2013-06-14,40000,,,Problemas económicos
1020385645,Cerrado,2019-09-06,15000,2018-12-03,2019-08-02,Disminución
1020118608,Cerrado,2015-03-25,40000,2015-01-31,2015-01-31,Limpieza de datos
1020438978,Cerrado,2022-04-27,30000,2018-11-01,2022-04-01,Aumento
1020466233,Cerrado,2022-03-08,30000,,,Sin primer pago
1020118616,Cerrado,2014-01-28,40000,,,Limpieza de datos
1020433381,Cerrado,2018-11-01,50000,,,Por Donación Esporádica
1020466234,Cerrado,2021-12-11,30000,,,Sin primer pago
1020466229,Cerrado,2022-04-27,30000,,,Sin primer pago
1020118632,Cerrado,2014-01-28,30000,,,Limpieza de datos
1020431944,Cerrado,2018-11-01,20000,2018-10-01,2018-10-01,Por Donación Esporádica
1020466236,Cerrado,2022-03-31,30000,,,Sin primer pago
1020430401,Cerrado,2018-11-01,66000,,,Por Donación Esporádica
1020466235,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118657,Cerrado,2013-08-13,30000,,,Problemas económicos
1020431979,Cerrado,2022-11-03,30000,2019-01-17,2022-05-01,No reactiva
1020118665,Cerrado,2018-12-24,50000,2015-01-31,2019-01-04,Disminución
1020427552,Cerrado,2018-11-22,50000,,,Entrada incorrecta
1020466242,Cerrado,2022-05-03,30000,2022-01-04,2022-05-10,Problemas económicos
1020118673,Cerrado,2014-05-27,45000,,,Problemas económicos
1020466256,Cerrado,2023-06-26,50000,2021-12-24,2023-05-24,Problemas económicos
1020118681,Cerrado,2015-09-21,30000,2015-01-31,2015-09-30,Problemas económicos
1020046080,Cerrado,2019-04-15,50000,,,Entrada incorrecta
1020466258,Cerrado,2022-11-29,20000,2021-12-02,2022-04-02,No reactiva
1020118699,Cerrado,2015-03-25,30000,2015-01-31,2015-01-31,Limpieza de datos
1020438959,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466259,Cerrado,2022-05-09,30000,2021-12-01,2022-05-01,Problemas económicos
1020118715,Cerrado,2014-01-28,30000,,,Limpieza de datos
1020432448,Cerrado,2019-02-05,50000,,,Sin primer pago
1020466260,Cerrado,2023-03-16,60000,2021-12-15,2023-03-02,Piensa que no se necesita
1020466261,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118731,Cerrado,2013-12-11,30000,,,Problemas económicos
1020260822,Cerrado,2022-07-11,20000,2018-11-06,,Persona fallecida
1020466263,Cerrado,2022-03-22,30000,2021-12-01,2022-03-01,Problemas económicos
1020118749,Cerrado,2015-02-11,35000,2015-01-31,2015-02-28,Problemas económicos
1020130108,Cerrado,2021-10-28,20000,2018-12-01,2021-10-01,Aumento
1020466265,Cerrado,2022-04-27,30000,,,Sin primer pago
1020118756,Cerrado,2013-07-08,30000,,,Limpieza de datos
1020466266,Cerrado,2022-02-16,30000,2022-02-01,2022-02-01,Solo un Pago
1020118764,Cerrado,2014-09-17,35000,,,Problemas económicos
1020398838,Cerrado,2018-07-31,20000,,,Limpieza de datos
1020118772,Cerrado,2016-10-13,80000,2015-01-31,2015-02-28,Sin pagos últimamente
1020067698,Cerrado,2022-10-01,180000,2018-12-18,2021-12-18,Disminución
1020466267,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118798,Cerrado,2013-12-11,36000,,,Problemas económicos
1020439091,Cerrado,2019-02-01,30000,2018-11-16,,Disminución
1020466270,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118806,Cerrado,2014-10-22,35000,,,Problemas económicos
1020007926,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020118814,Cerrado,2013-06-23,50000,,,Entrada incorrecta
1020438679,Cerrado,2018-11-06,30000,2018-11-06,2018-11-06,Aumento
1020439281,Cerrado,2018-11-19,30000,,,Por Donación Esporádica
1020466278,Cerrado,2022-03-02,30000,2021-12-20,2022-03-02,Problemas económicos
1020118830,Cerrado,2016-05-24,30000,,,Sin primer pago
1020466279,Cerrado,2022-04-18,50000,2022-01-01,2022-04-01,Problemas económicos
1020118848,Cerrado,2014-02-17,20000,,,Limpieza de datos
1020466275,Cerrado,2022-03-31,30000,,,Sin primer pago
1020336010,Cerrado,2022-03-31,20000,,,Sin primer pago
1020380752,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466282,Cerrado,2021-12-07,30000,2021-12-01,2021-12-01,Aumento
1020118871,Cerrado,2021-05-19,20000,2015-01-31,2021-05-04,Aumento
1020116263,Cerrado,2023-01-31,30000,,,Sin primer pago
1020118889,Cerrado,2017-09-06,30000,2015-02-28,2017-02-02,Disminución
1020439119,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466294,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118897,Cerrado,2013-11-14,20000,,,Problemas económicos
1020439069,Cerrado,2018-12-10,30000,2018-11-14,2018-11-14,Disminución
1020118913,Cerrado,2015-03-16,20000,2015-01-31,2015-01-31,Problemas económicos
1020325047,Cerrado,2019-09-11,20000,2018-11-14,2019-09-01,Aumento
1020466300,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118921,Cerrado,2014-05-08,20000,,,Problemas económicos
1020399182,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020118939,Cerrado,2015-03-12,20000,,,Problemas económicos
1020466303,Cerrado,2022-04-27,30000,,,Sin primer pago
1020118947,Cerrado,2014-04-07,50000,,,Problemas económicos
1020437715,Cerrado,2022-02-10,30000,2018-11-29,2022-02-02,Aumento
1020118954,Cerrado,2018-06-21,30000,2015-01-31,2018-06-01,Aumento
1020040026,Cerrado,2022-05-24,35000,2021-12-01,2022-05-01,Aumento
1020118962,Cerrado,2013-11-14,40000,,,Problemas económicos
1020429921,Cerrado,2022-03-31,30000,,,Sin primer pago
1020118988,Cerrado,2013-11-14,40000,,,Problemas económicos
1020430277,Cerrado,2019-01-10,30000,,,Sin primer pago
1020466315,Cerrado,2022-03-08,50000,,,Sin primer pago
1020118996,Cerrado,2014-02-17,40000,,,Problemas económicos
1020412205,Cerrado,2022-03-31,30000,,,Sin primer pago
1020466316,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119002,Cerrado,2014-01-28,40000,,,Limpieza de datos
1020423217,Cerrado,2019-01-14,20000,,,Sin primer pago
1020466322,Cerrado,2022-03-31,30000,,,Sin primer pago
1020466321,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119028,Cerrado,2014-06-17,30000,,,Problemas económicos
1020466324,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119036,Cerrado,2018-07-19,40000,,,Sin primer pago
1020466326,Cerrado,2022-04-11,30000,2021-12-01,2021-12-01,Problemas económicos
1020119044,Cerrado,2021-11-23,30000,2015-01-31,2021-11-01,Aumento
1020436676,Cerrado,2021-03-05,30000,2018-12-03,2021-03-15,Problemas económicos
1020412867,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466329,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119077,Cerrado,2014-11-25,35000,,,Problemas económicos
1020360820,Cerrado,2022-03-31,20000,,,Sin primer pago
1020466330,Cerrado,2022-04-27,30000,,,Sin primer pago
1020119093,Cerrado,2014-01-28,40000,,,Limpieza de datos
1020405930,Cerrado,2019-02-21,30000,,,Sin primer pago
1020466332,Cerrado,2023-05-25,50000,2021-12-01,2023-05-01,Aumento
1020119101,Cerrado,2014-01-28,40000,,,Limpieza de datos
1020466335,Cerrado,2022-03-23,30000,,,Sin primer pago
1020119119,Cerrado,2013-11-14,40000,,,Problemas económicos
1020416475,Cerrado,2019-01-14,50000,,,Sin primer pago
1020466337,Cerrado,2022-06-23,30000,2022-02-01,2022-06-01,Aumento
1020119127,Cerrado,2015-04-22,30000,2015-02-28,2015-02-28,Problemas económicos
1020413081,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119135,Cerrado,2013-11-29,40000,,,Problemas económicos
1020429904,Cerrado,2019-01-11,30000,,,Sin primer pago
1020466346,Cerrado,2023-06-08,50000,2021-12-01,2023-06-01,Aumento
1020119143,Cerrado,2014-01-28,40000,,,Limpieza de datos
1020429967,Cerrado,2021-02-02,30000,2018-11-20,,Cancela donación por salida del país
1020119150,Cerrado,2014-03-14,30000,,,Problemas económicos
1020465317,Cerrado,2022-01-26,30000,,,Sin primer pago
1020119168,Cerrado,2018-07-23,50000,,,Sin primer pago
1020466217,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119176,Cerrado,2014-05-08,40000,,,Problemas económicos
1020423201,Cerrado,2021-12-27,50000,2021-12-15,2021-12-15,Problemas económicos
1020119184,Cerrado,2014-11-20,40000,,,Problemas económicos
1020466358,Cerrado,2022-04-13,30000,,,Sin primer pago
1020119192,Cerrado,2014-02-17,50000,,,Limpieza de datos
1020405872,Cerrado,2019-06-20,30000,2018-11-01,2019-06-01,Disminución
1020466357,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119200,Cerrado,2014-03-05,40000,,,Limpieza de datos
1020119218,Cerrado,2018-07-23,40000,,,Sin primer pago
1020354336,Cerrado,2021-05-24,20000,2018-11-15,2021-05-02,Aumento
1020083653,Cerrado,2023-02-16,30000,2021-12-06,2023-02-03,Aumento
1020119226,Cerrado,2014-01-28,50000,,,Limpieza de datos
1020466365,Cerrado,2022-04-27,30000,,,Sin primer pago
1020119234,Cerrado,2013-11-14,40000,,,Problemas económicos
1020413343,Cerrado,2021-02-08,50000,2018-11-20,2021-02-02,Problemas económicos
1020466368,Cerrado,2022-03-08,30000,,,Sin primer pago
1020119242,Cerrado,2013-11-14,40000,,,Problemas económicos
1020465533,Cerrado,2021-12-20,50000,,,Sin primer pago
1020119259,Cerrado,2014-03-14,50000,,,Problemas económicos
1020438798,Cerrado,2018-07-31,30000,,,Limpieza de datos
1020466369,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119267,Cerrado,2014-03-14,40000,,,Problemas económicos
1020466371,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119275,Cerrado,2018-06-22,30000,2015-03-31,2018-06-15,Cancela donación por salida del país
1020466372,Cerrado,2022-05-12,30000,,,Sin primer pago
1020119283,Cerrado,2013-11-14,20000,,,Problemas económicos
1020466376,Cerrado,2022-05-20,30000,2022-02-01,2022-02-01,Problemas económicos
1020119291,Cerrado,2013-11-14,20000,,,Problemas económicos
1020439353,Cerrado,2019-06-01,30000,2018-12-03,2019-05-03,Disminución
1020466379,Cerrado,2022-03-22,30000,2021-12-01,2022-03-01,Disminución
1020119309,Cerrado,2018-06-21,20000,2015-01-31,2018-06-01,Aumento
1020466375,Cerrado,2022-01-22,30000,,,Sin primer pago
1020439365,Cerrado,2022-04-27,30000,2018-11-20,2022-04-03,Aumento
1020466378,Cerrado,2022-04-27,30000,,,Sin primer pago
1020119325,Cerrado,2018-07-23,20000,,,Sin primer pago
1020439348,Cerrado,2020-12-21,30000,,,Sin primer pago
1020466384,Cerrado,2022-04-27,30000,,,Sin primer pago
1020119333,Cerrado,2018-06-21,20000,2015-01-31,2018-06-01,Aumento
1020439349,Cerrado,2020-09-23,30000,,,Sin primer pago
1020466385,Cerrado,2022-04-27,30000,,,Sin primer pago
1020119341,Cerrado,2014-01-28,20000,,,Limpieza de datos
1020466387,Cerrado,2022-03-08,30000,,,Sin primer pago
1020119358,Cerrado,2013-09-05,40000,,,Problemas económicos
1020439361,Cerrado,2018-11-09,30000,,,Sin primer pago
1020439363,Cerrado,2022-03-31,30000,,,Sin primer pago
1020466388,Cerrado,2022-04-27,30000,,,Sin primer pago
1020119374,Cerrado,2013-10-31,20000,,,Problemas económicos
1020439368,Cerrado,2020-02-12,30000,,,Sin primer pago
1020466355,Cerrado,2022-04-27,30000,,,Sin primer pago
1020119390,Cerrado,2014-02-12,30000,,,Problemas económicos
1020466391,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119408,Cerrado,2018-07-23,20000,,,Sin primer pago
1020119416,Cerrado,2018-07-23,30000,,,Sin primer pago
1020439372,Cerrado,2020-03-18,50000,2018-11-15,2020-03-03,Disminución
1020119424,Cerrado,2013-06-27,30000,,,Problemas económicos
1020119432,Cerrado,2018-07-23,30000,,,Sin primer pago
1020466397,Cerrado,2022-02-04,30000,,,Sin primer pago
1020119457,Cerrado,2013-07-22,30000,,,Problemas económicos
1020416593,Cerrado,2022-03-31,30000,,,Sin primer pago
1020466401,Cerrado,2022-01-27,30000,2022-01-01,2022-01-01,Solo un Pago
1020119465,Cerrado,2019-10-11,30000,2016-10-31,2019-10-02,Cancela donación por salida del país
1020466402,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119473,Cerrado,2013-11-29,30000,,,Problemas económicos
1020412605,Cerrado,2019-01-02,30000,,,Sin primer pago
1020119481,Cerrado,2018-07-23,40000,,,Sin primer pago
1020267918,Cerrado,2021-10-15,35000,2018-12-03,2021-10-02,Aumento
1020466405,Cerrado,2022-08-17,50000,2021-12-01,2022-08-01,Problemas económicos
1020119499,Cerrado,2014-02-28,40000,,,Limpieza de datos
1020466412,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119507,Cerrado,2014-01-28,30000,,,Limpieza de datos
1020119515,Cerrado,2013-10-31,30000,,,Problemas económicos
1020423060,Cerrado,2019-03-18,30000,,,Sin primer pago
1020119523,Cerrado,2013-11-14,30000,,,Problemas económicos
1020439137,Cerrado,2018-11-08,30000,,,Entrada incorrecta
1020119531,Cerrado,2015-03-03,30000,,,Limpieza de datos
1020393144,Cerrado,2019-03-04,30000,,,Sin primer pago
1020466416,Cerrado,2022-01-31,30000,2021-12-01,2022-01-01,Disminución
1020119549,Cerrado,2013-11-14,30000,,,Problemas económicos
1020439378,Cerrado,2020-06-08,30000,2018-11-15,,Problemas económicos
1020466420,Cerrado,2022-05-12,30000,,,Sin primer pago
1020119556,Cerrado,2013-11-29,30000,,,Problemas económicos
1020412939,Cerrado,2018-11-08,30000,,,Entrada incorrecta
1020466421,Cerrado,2022-05-27,30000,,,Sin primer pago
1020119564,Cerrado,2014-03-14,50000,,,Limpieza de datos
1020464010,Cerrado,2022-03-31,30000,,,Sin primer pago
1020119572,Cerrado,2018-07-23,30000,,,Sin primer pago
